gene_id,expression,tissue_specificity
ENSG00000134324,25.588528785915365,0.02729515133091398
ENSG00000138376,3.957987569203103,0.907659702100274
ENSG00000131808,61.026840869317525,0.3225192945336327
ENSG00000124762,90.50854370969778,0.6738720376157858
ENSG00000141510,78.5632882036548,0.16039047682019858
ENSG00000134324,40.79054523366591,0.6911135887510258
ENSG00000128284,63.47969923445489,0.9310145079631764
ENSG00000141510,83.22260836563234,0.28804676865634604
ENSG00000068971,62.30653099854619,0.6581914928233243
ENSG00000012048,9.726239850117423,0.5449346117721833
ENSG00000138376,90.61773596010177,0.048671969882017274
ENSG00000128284,13.442591345665534,0.18904829157769276
ENSG00000134324,97.34785532699937,0.23890736959098002
ENSG00000134568,40.95951194233708,0.5908900635811303
ENSG00000068971,38.82307534594441,0.2554729396212919
ENSG00000068971,83.17078643290185,0.2071429617022098
ENSG00000012048,98.00922764613391,0.8284395530695231
ENSG00000012048,57.8445723722507,0.8859821425318288
ENSG00000108813,33.274694844594634,0.06531254168178591
ENSG00000134324,95.48001477502022,0.061611738272034255
ENSG00000108813,96.21700286542853,0.9323863100273135
ENSG00000144028,22.52538665820221,0.40598110056996883
ENSG00000125148,82.00992796158258,0.8866901393178352
ENSG00000108813,32.254523366637514,0.6465249554298699
ENSG00000116679,16.142965909995553,0.46430844575066677
ENSG00000073849,79.32449908122905,0.06662192312550441
ENSG00000134568,9.76907037329534,0.28791425666445103
ENSG00000136997,75.57500317435887,0.8687114245907528
ENSG00000131808,15.832510152362921,0.5025664649211258
ENSG00000138231,36.0894911972133,0.39009086023674955
ENSG00000138376,51.401024016553585,0.3256735393162906
ENSG00000073849,3.2081690101101623,0.7468440465914823
ENSG00000141510,42.62263289767998,0.8860037079313406
ENSG00000141510,90.4907047733322,0.799182940486268
ENSG00000133800,3.008799296431286,0.0035013864091129054
ENSG00000141510,74.04232088191283,0.030065441429853568
ENSG00000108813,58.355547274232535,0.7005195760283007
ENSG00000136997,68.9493010419147,0.9397149361716268
ENSG00000068971,52.65079395593916,0.01446046625389319
ENSG00000144028,18.082085502196364,0.11306098529088893
ENSG00000141510,37.540400836572864,0.14802076527450547
ENSG00000109929,77.14198599370768,0.82883105624863
ENSG00000109929,9.710967758256572,0.9679930499735968
ENSG00000134324,90.76594865800462,0.7405272331811795
ENSG00000073849,32.45128251197471,0.6072418207154706
ENSG00000138231,19.361813052079647,0.5685135222247594
ENSG00000196611,97.19158367747059,0.7017027149266741
ENSG00000133800,67.65751772361486,0.4945174094941832
ENSG00000108813,23.615245539501217,0.5858285261117416
ENSG00000125148,15.973845237608097,0.4410483044439182
ENSG00000145241,36.75088561368466,0.6522605940580912
ENSG00000012048,42.50273322202541,0.0738120969811622
ENSG00000012048,7.723036864117693,0.7475329651805521
ENSG00000128284,90.14074518727546,0.050423296584601096
ENSG00000073849,92.83149569249373,0.840892609501387
ENSG00000134568,12.851542155437723,0.9946412309308463
ENSG00000134324,83.34682727818607,0.8923755004114613
ENSG00000116679,22.188209903697242,0.2621094370060276
ENSG00000131808,4.421149257304502,0.6906756787174297
ENSG00000125148,58.91860967247945,0.19150528920968413
ENSG00000108813,73.93309106679986,0.07698592667196524
ENSG00000138231,18.956108190707855,0.8239382048152446
ENSG00000138376,93.22468806872864,0.4796593226106336
ENSG00000144028,14.950269412494855,0.6737747231264143
ENSG00000134568,69.85032619800056,0.7989298495649786
ENSG00000108813,72.04440152679656,0.8257225243798891
ENSG00000134324,59.537549509608986,0.6571215294637694
ENSG00000144028,75.99323688864888,0.12456647810591859
ENSG00000073849,92.75016064305757,0.05405035393222368
ENSG00000144028,91.83074684638852,0.31572982408000616
ENSG00000133800,16.178342764401332,0.4827001050172921
ENSG00000124762,29.72161239617883,0.7645030915565835
ENSG00000141510,59.67679349469742,0.11005052082699396
ENSG00000124762,29.950570573936176,0.9191176503038904
ENSG00000134568,50.85864501005675,0.6216324311648389
ENSG00000124762,81.58946983586519,0.3902039351377863
ENSG00000124762,15.288350636248571,0.04021149554827175
ENSG00000134568,12.769546545208076,0.8121531964607239
ENSG00000073849,99.81018923988671,0.7055231200500177
ENSG00000109929,82.8437903538677,0.5454735033649485
ENSG00000068971,84.00389017810332,0.04508529341655698
ENSG00000116679,75.21193016135057,0.3881921834523667
ENSG00000138376,4.3758159409503,0.6030771855864417
ENSG00000068971,39.843443514176855,0.6338366017379498
ENSG00000134324,61.29590240248064,0.21897053373384245
ENSG00000073849,4.056205607275887,0.2901074279396654
ENSG00000134324,95.45699874507699,0.8903206004003233
ENSG00000133800,99.17209825843749,0.03199863899271416
ENSG00000124762,78.58772582024756,0.8420982490988758
ENSG00000116679,3.870968417299714,0.9073949467200526
ENSG00000108813,59.482721201669186,0.6634439150431944
ENSG00000073849,85.78476951445843,0.9440492428853574
ENSG00000144028,15.674001257785019,0.6154306691377923
ENSG00000136997,94.8804237006456,0.789169582267567
ENSG00000141510,30.17064717468354,0.15626459176489083
ENSG00000068971,83.61871561484635,0.1382329683414124
ENSG00000108813,55.91123584476696,0.613797166796754
ENSG00000145241,31.859923524269096,0.12574491623549722
ENSG00000131808,2.329890057621753,0.8618600155924004
ENSG00000133800,76.15235194270143,0.6062747831638009
ENSG00000134324,64.07767283160915,0.6813147142420476
ENSG00000136997,35.23339470483955,0.3086919595192298
ENSG00000144028,72.91865092202602,0.7068275781935988
ENSG00000138376,65.75576789483888,0.19966768057824624
ENSG00000136997,26.185154036756188,0.9122379502047585
ENSG00000145241,87.7669134042954,0.2905890525989382
ENSG00000131808,68.8660907852875,0.6886264061544743
ENSG00000134324,87.56144218521132,0.9262232750981161
ENSG00000144028,61.956852525886454,0.9570548405879047
ENSG00000145241,84.71532457851308,0.8073664117372763
ENSG00000134324,56.190747712838544,0.34700726011687055
ENSG00000109929,4.146405274203313,0.555068896142014
ENSG00000134324,34.406320256038704,0.07005701678937337
ENSG00000144028,62.77945721422644,0.8397283760577878
ENSG00000138376,1.3004084533932203,0.9742444326289857
ENSG00000138231,78.73416447403557,0.4224487638102872
ENSG00000144028,68.23315625780238,0.31500159025162244
ENSG00000125148,93.98971119045582,0.6663942516281938
ENSG00000133800,28.962001520883174,0.20699015762542616
ENSG00000138231,60.64326831539947,0.482114485823922
ENSG00000196611,63.350581733897386,0.3673096564548143
ENSG00000134568,75.35771507070483,0.41693091123711024
ENSG00000131808,75.74530157881837,0.02600859715565973
ENSG00000134324,85.29665635696219,0.17663981163602216
ENSG00000012048,22.156735788377446,0.32770296382605324
ENSG00000073849,15.87855614134912,0.2038848004675381
ENSG00000134324,71.98784214441606,0.4200761701643768
ENSG00000145241,12.619154799228516,0.22974500418225297
ENSG00000116679,9.935204241529727,0.052315585379952956
ENSG00000125148,64.10383462304365,0.831699037605148
ENSG00000196611,82.07891675967943,0.8064803530901891
ENSG00000134568,85.28891139126382,0.9865757931239204
ENSG00000144028,97.21070067604744,0.9223495375342257
ENSG00000141510,7.310958018421976,0.8386404663451615
ENSG00000109929,42.122804765501954,0.4740905530139484
ENSG00000138231,42.2929802411007,0.8554163856021153
ENSG00000131808,9.423432868571425,0.23261007280155943
ENSG00000133800,67.64408108746757,0.20506415905445152
ENSG00000138231,41.027865005598954,0.9161222275422488
ENSG00000136997,21.232994974447283,0.7535243648244885
ENSG00000141510,80.93511979966856,0.03575352722348879
ENSG00000128284,70.97280579628149,0.43594524869866336
ENSG00000136997,39.48712522516906,0.657742054856458
ENSG00000116679,78.53157713141005,0.24507166280870785
ENSG00000141510,89.9704961856862,0.5056787836297475
ENSG00000141510,13.355827490234496,0.46616310469044564
ENSG00000109929,4.710598443983383,0.9541634491385171
ENSG00000141510,42.52733555314852,0.11217180174126173
ENSG00000128284,48.31231256235435,0.3517468342378316
ENSG00000108813,34.520642366966634,0.6430102547386582
ENSG00000108813,89.5816022031398,0.03274668860497976
ENSG00000134324,70.71460605550939,0.14085626186400813
ENSG00000109929,0.5144074846541891,0.07495252089855198
ENSG00000145241,71.91739375686649,0.8199315853720174
ENSG00000125148,0.3031775416964644,0.022488263094587402
ENSG00000116679,68.21462397889199,0.020673407258977705
ENSG00000138376,18.557688861519427,0.9214852699060311
ENSG00000196611,56.70588045268907,0.8434052874515815
ENSG00000109929,40.54763476104139,0.09493757714161333
ENSG00000133800,82.92594388271216,0.14318668398919032
ENSG00000134324,62.292930413644285,0.43965879153480747
ENSG00000073849,95.94871898468217,0.2089898797494626
ENSG00000145241,58.2746686993977,0.8967691995119139
ENSG00000134568,30.051043754108207,0.39090473650508983
